   1            0.00000                0.00000                2.00000
   2            0.00000                0.00000                1.00000
   3            0.00000                0.00000                1.75000
   4            0.00000                0.00000                1.50000
   5            0.00000                0.00000                1.25000
   6            0.00000                1.00000                1.00000
   7            0.00000               0.250000                1.00000
   8            0.00000               0.500000                1.00000
   9            0.00000               0.750000                1.00000
  10            0.00000                1.41421                1.41421
  11            0.00000                1.10355                1.10355
  12            0.00000                1.20711                1.20711
  13            0.00000                1.31066                1.31066
  14            0.00000                1.11114                1.66294
  15            0.00000               0.765367                1.84776
  16            0.00000               0.390181                1.96157
  17            0.00000               0.355135                1.72118
  18            0.00000               0.699025                1.63582
  19            0.00000                1.02086                1.49720
  20            0.00000               0.320090                1.48079
  21            0.00000               0.632683                1.42388
  22            0.00000               0.930570                1.33147
  23            0.00000               0.285045                1.24039
  24            0.00000               0.566342                1.21194
  25            0.00000               0.840285                1.16573
  26            0.00000                0.00000                0.00000
  27            0.00000                0.00000               0.750000
  28            0.00000                0.00000               0.500000
  29            0.00000                0.00000               0.250000
  30            0.00000                1.00000                0.00000
  31            0.00000               0.250000                0.00000
  32            0.00000               0.500000                0.00000
  33            0.00000               0.750000                0.00000
  34            0.00000                1.00000               0.250000
  35            0.00000                1.00000               0.500000
  36            0.00000                1.00000               0.750000
  37            0.00000               0.250000               0.750000
  38            0.00000               0.500000               0.750000
  39            0.00000               0.750000               0.750000
  40            0.00000               0.250000               0.500000
  41            0.00000               0.500000               0.500000
  42            0.00000               0.750000               0.500000
  43            0.00000               0.250000               0.250000
  44            0.00000               0.500000               0.250000
  45            0.00000               0.750000               0.250000
  46            0.00000                2.00000                0.00000
  47            0.00000                1.25000                0.00000
  48            0.00000                1.50000                0.00000
  49            0.00000                1.75000                0.00000
  50            0.00000                1.96157               0.390181
  51            0.00000                1.84776               0.765367
  52            0.00000                1.66294                1.11114
  53            0.00000                1.49720                1.02086
  54            0.00000                1.63582               0.699025
  55            0.00000                1.72118               0.355135
  56            0.00000                1.33147               0.930570
  57            0.00000                1.42388               0.632683
  58            0.00000                1.48079               0.320090
  59            0.00000                1.16573               0.840285
  60            0.00000                1.21194               0.566342
  61            0.00000                1.24039               0.285045
  62            0.00000                1.00000               -1.00000
  63            0.00000                1.00000              -0.250000
  64            0.00000                1.00000              -0.500000
  65            0.00000                1.00000              -0.750000
  66            0.00000                1.41421               -1.41421
  67            0.00000                1.10355               -1.10355
  68            0.00000                1.20711               -1.20711
  69            0.00000                1.31066               -1.31066
  70            0.00000                1.66294               -1.11114
  71            0.00000                1.84776              -0.765367
  72            0.00000                1.96157              -0.390181
  73            0.00000                1.72118              -0.355135
  74            0.00000                1.63582              -0.699025
  75            0.00000                1.49720               -1.02086
  76            0.00000                1.48079              -0.320090
  77            0.00000                1.42388              -0.632683
  78            0.00000                1.33147              -0.930570
  79            0.00000                1.24039              -0.285045
  80            0.00000                1.21194              -0.566342
  81            0.00000                1.16573              -0.840285
  82            0.00000                0.00000               -1.00000
  83            0.00000                0.00000              -0.250000
  84            0.00000                0.00000              -0.500000
  85            0.00000                0.00000              -0.750000
  86            0.00000               0.250000               -1.00000
  87            0.00000               0.500000               -1.00000
  88            0.00000               0.750000               -1.00000
  89            0.00000               0.750000              -0.250000
  90            0.00000               0.750000              -0.500000
  91            0.00000               0.750000              -0.750000
  92            0.00000               0.500000              -0.250000
  93            0.00000               0.500000              -0.500000
  94            0.00000               0.500000              -0.750000
  95            0.00000               0.250000              -0.250000
  96            0.00000               0.250000              -0.500000
  97            0.00000               0.250000              -0.750000
  98            0.00000                0.00000               -2.00000
  99            0.00000                0.00000               -1.25000
 100            0.00000                0.00000               -1.50000
 101            0.00000                0.00000               -1.75000
 102            0.00000               0.390181               -1.96157
 103            0.00000               0.765367               -1.84776
 104            0.00000                1.11114               -1.66294
 105            0.00000                1.02086               -1.49720
 106            0.00000               0.699025               -1.63582
 107            0.00000               0.355135               -1.72118
 108            0.00000               0.930570               -1.33147
 109            0.00000               0.632683               -1.42388
 110            0.00000               0.320090               -1.48079
 111            0.00000               0.840285               -1.16573
 112            0.00000               0.566342               -1.21194
 113            0.00000               0.285045               -1.24039
 114            0.00000               -1.00000               -1.00000
 115            0.00000              -0.250000               -1.00000
 116            0.00000              -0.500000               -1.00000
 117            0.00000              -0.750000               -1.00000
 118            0.00000               -1.41421               -1.41421
 119            0.00000               -1.10355               -1.10355
 120            0.00000               -1.20711               -1.20711
 121            0.00000               -1.31066               -1.31066
 122            0.00000               -1.11114               -1.66294
 123            0.00000              -0.765367               -1.84776
 124            0.00000              -0.390181               -1.96157
 125            0.00000              -0.355135               -1.72118
 126            0.00000              -0.699025               -1.63582
 127            0.00000               -1.02086               -1.49720
 128            0.00000              -0.320090               -1.48079
 129            0.00000              -0.632683               -1.42388
 130            0.00000              -0.930570               -1.33147
 131            0.00000              -0.285045               -1.24039
 132            0.00000              -0.566342               -1.21194
 133            0.00000              -0.840285               -1.16573
 134            0.00000               -1.00000                0.00000
 135            0.00000              -0.250000                0.00000
 136            0.00000              -0.500000                0.00000
 137            0.00000              -0.750000                0.00000
 138            0.00000               -1.00000              -0.250000
 139            0.00000               -1.00000              -0.500000
 140            0.00000               -1.00000              -0.750000
 141            0.00000              -0.250000              -0.750000
 142            0.00000              -0.500000              -0.750000
 143            0.00000              -0.750000              -0.750000
 144            0.00000              -0.250000              -0.500000
 145            0.00000              -0.500000              -0.500000
 146            0.00000              -0.750000              -0.500000
 147            0.00000              -0.250000              -0.250000
 148            0.00000              -0.500000              -0.250000
 149            0.00000              -0.750000              -0.250000
